Site,Date,UpperDepth,LowerDepth,Variable,Value,Unit,MethodID
Giles,2/24/1991,5,5,PAR.pclp,35.5929,Percent,Method013
Giles,2/24/1991,20,20,PAR.pclp,0.6424,Percent,Method013
Giles,6/18/1990,0,0,PAR.pclp,100,Percent,Method013
Giles,2/24/1991,2,2,PAR.pclp,80.6712,Percent,Method013
Waynewood,9/23/1992,2,2,PAR.pclp,12.2599,Percent,Method013
Giles,5/12/1993,6,6,PAR.pclp,14.5705,Percent,Method013
Giles,3/25/1990,5,5,PAR.pclp,11.88,Percent,Method013
Giles,11/22/1991,23,23,PAR.pclp,0,Percent,Method013
Waynewood,2/24/1991,9,9,PAR.pclp,0.026,Percent,Method013
Giles,5/12/1993,4,4,PAR.pclp,30.9742,Percent,Method013
Giles,11/22/1991,18,18,PAR.pclp,0.7149,Percent,Method013
Waynewood,8/1/1990,12,12,PAR.pclp,0,Percent,Method013
Waynewood,8/12/1990,0,0,PAR.pclp,100,Percent,Method013
Giles,5/12/1993,3,3,PAR.pclp,40.5762,Percent,Method013
Waynewood,3/17/1991,2,2,PAR.pclp,17.8335,Percent,Method013
Waynewood,4/10/1992,6,6,PAR.pclp,0.398,Percent,Method013
Giles,11/22/1991,16,16,PAR.pclp,1.2138,Percent,Method013
Giles,11/22/1991,17,17,PAR.pclp,0.9323,Percent,Method013
Waynewood,6/22/1993,9,9,PAR.pclp,0.0047,Percent,Method013
Lacawac,7/12/1988,8,8,PAR.pclp,0.5308,Percent,Method012
Giles,3/22/1993,1,1,PAR.pclp,10.2606,Percent,Method013
Lacawac,8/26/1992,12,12,PAR.pclp,9.00E-04,Percent,Method013
Lacawac,2/22/1992,5,5,PAR.pclp,1.652,Percent,Method013
Giles,7/15/1991,16,16,PAR.pclp,1.7896,Percent,Method013
Giles,7/14/1992,9,9,PAR.pclp,10.7178,Percent,Method013
Waynewood,6/19/1990,6,6,PAR.pclp,0.96,Percent,Method013
Giles,7/19/1988,22,22,PAR.pclp,1.9259,Percent,Method012
Waynewood,6/19/1990,8,8,PAR.pclp,0.11,Percent,Method013
Waynewood,6/19/1990,9,9,PAR.pclp,0.03,Percent,Method013
Waynewood,6/19/1990,10,10,PAR.pclp,0.003,Percent,Method013
Waynewood,6/19/1990,11,11,PAR.pclp,0,Percent,Method013
Waynewood,5/12/1992,10,10,PAR.pclp,0.0221,Percent,Method013
Giles,7/19/1988,17,17,PAR.pclp,10.6667,Percent,Method012
Giles,7/19/1988,16,16,PAR.pclp,12.8889,Percent,Method012
Giles,4/13/1991,21,21,PAR.pclp,0.2299,Percent,Method013
Giles,6/22/1993,0,0,PAR.pclp,100,Percent,Method013
Giles,4/13/1991,1,1,PAR.pclp,52.6039,Percent,Method013
Giles,4/9/1992,7,7,PAR.pclp,22.5318,Percent,Method013
Lacawac,5/13/1992,11,11,PAR.pclp,0.0515,Percent,Method013
Waynewood,10/11/1991,10,10,PAR.pclp,0,Percent,Method013
Lacawac,7/30/1992,3,3,PAR.pclp,7.1493,Percent,Method013
Lacawac,7/30/1992,2,2,PAR.pclp,13.7195,Percent,Method013
Lacawac,7/30/1992,1,1,PAR.pclp,27.933,Percent,Method013
Lacawac,3/23/1993,6,6,PAR.pclp,0.0093,Percent,Method013
Waynewood,12/29/1992,8,8,PAR.pclp,0.0274,Percent,Method013
Waynewood,7/20/1993,6,6,PAR.pclp,0.0436,Percent,Method013
Lacawac,8/23/1995,11,11,PAR.pclp,0.0515,Percent,Method013
Giles,2/21/1992,21,21,PAR.pclp,0.408,Percent,Method013
Giles,9/23/1992,13,13,PAR.pclp,1.0542,Percent,Method013
Waynewood,7/18/1990,10,10,PAR.pclp,0.005,Percent,Method013
Lacawac,9/9/1989,8,8,PAR.pclp,0.2067,Percent,Method013
Lacawac,3/23/1993,3,3,PAR.pclp,0.3394,Percent,Method013
Lacawac,10/15/1992,4,4,PAR.pclp,3.6008,Percent,Method013
Lacawac,9/9/1989,5,5,PAR.pclp,2.9703,Percent,Method013
Giles,7/31/1990,7,7,PAR.pclp,24.82,Percent,Method013
Waynewood,7/2/1990,8,8,PAR.pclp,0.0205,Percent,Method013
Waynewood,7/2/1990,9,9,PAR.pclp,0.0057,Percent,Method013
Giles,5/17/1991,3,3,PAR.pclp,89.4275,Percent,Method013
Waynewood,8/12/1990,11,11,PAR.pclp,0,Percent,Method013
Lacawac,9/9/1989,3,3,PAR.pclp,16.5667,Percent,Method013
Giles,7/31/1990,2,2,PAR.pclp,52.58,Percent,Method013
Waynewood,7/18/1990,0,0,PAR.pclp,100,Percent,Method013
Giles,7/31/1990,1,1,PAR.pclp,65.36,Percent,Method013
Waynewood,7/29/1992,6,6,PAR.pclp,0.062,Percent,Method013
Giles,7/28/1992,3,3,PAR.pclp,25.6621,Percent,Method013
Lacawac,7/3/1991,0,0,PAR.pclp,100,Percent,Method013
Waynewood,8/25/1992,10,10,PAR.pclp,0.0033,Percent,Method013
Giles,2/21/1992,10,10,PAR.pclp,4.77,Percent,Method013
Giles,7/31/1990,17,17,PAR.pclp,2.03,Percent,Method013
Giles,7/28/1992,1,1,PAR.pclp,42.4268,Percent,Method013
Giles,5/17/1991,15,15,PAR.pclp,6.4918,Percent,Method013
Waynewood,6/20/1989,11,11,PAR.pclp,0.0061,Percent,Method012
Lacawac,6/13/1988,3,3,PAR.pclp,9.5714,Percent,Method012
Waynewood,9/14/1990,7,7,PAR.pclp,0.0675,Percent,Method013
Waynewood,4/29/1990,4,4,PAR.pclp,1.45,Percent,Method013
Giles,8/26/1991,6,6,PAR.pclp,33.7025,Percent,Method013
Giles,6/5/1990,2,2,PAR.pclp,73.25,Percent,Method013
Waynewood,10/19/1990,2,2,PAR.pclp,20.7,Percent,Method013
Giles,7/28/1992,12,12,PAR.pclp,3.7759,Percent,Method013
Lacawac,8/3/1993,7,7,PAR.pclp,0.2459,Percent,Method013
Giles,6/5/1990,22,22,PAR.pclp,1.19,Percent,Method013
Lacawac,6/13/1988,0,0,PAR.pclp,100,Percent,Method012
Giles,7/28/1992,0,0,PAR.pclp,100,Percent,Method013
Giles,8/11/1992,5,5,PAR.pclp,23.5745,Percent,Method013
Lacawac,8/14/1991,7,7,PAR.pclp,1.2701,Percent,Method013
Giles,1/20/1993,8,8,PAR.pclp,3.1607,Percent,Method013
Lacawac,8/3/1993,5,5,PAR.pclp,1.4625,Percent,Method013
Giles,6/3/1991,22,22,PAR.pclp,0.2884,Percent,Method013
Giles,1/19/1991,7,7,PAR.pclp,13.8511,Percent,Method013
Waynewood,11/19/1990,9,9,PAR.pclp,0,Percent,Method013
Lacawac,1/26/1990,9,9,PAR.pclp,0.265,Percent,Method012
Giles,6/1/1992,2,2,PAR.pclp,51.3902,Percent,Method013
Giles,8/26/1991,15,15,PAR.pclp,3.6718,Percent,Method013
Lacawac,6/5/1991,1,1,PAR.pclp,29.1036,Percent,Method013
Lacawac,4/10/1992,9,9,PAR.pclp,0.2568,Percent,Method013
Giles,10/9/1989,9,9,PAR.pclp,6.281,Percent,Method013
Giles,6/7/1988,9,9,PAR.pclp,25.4098,Percent,Method012
Giles,9/25/1989,13,13,PAR.pclp,3.17,Percent,Method013
Giles,8/2/1988,6,6,PAR.pclp,43.1373,Percent,Method012
Waynewood,7/6/1993,3,3,PAR.pclp,5.88,Percent,Method013
Lacawac,6/5/1991,0,0,PAR.pclp,100,Percent,Method013
Giles,8/11/1990,0,0,PAR.pclp,100,Percent,Method013
Giles,7/12/1988,2,2,PAR.pclp,77.9221,Percent,Method012
Giles,10/9/1989,5,5,PAR.pclp,23.05,Percent,Method013
Giles,10/9/1989,4,4,PAR.pclp,29.37,Percent,Method013
Waynewood,4/14/1991,1,1,PAR.pclp,34.9773,Percent,Method013
Giles,6/7/1988,20,20,PAR.pclp,2.2951,Percent,Method012
Lacawac,7/16/1992,3,3,PAR.pclp,6.3469,Percent,Method013
Lacawac,8/28/1989,9,9,PAR.pclp,0.0818,Percent,Method012
Lacawac,2/19/1993,6,6,PAR.pclp,0.0068,Percent,Method013
Waynewood,5/12/1993,5,5,PAR.pclp,0.7951,Percent,Method013
Giles,6/17/1991,22,22,PAR.pclp,0.1525,Percent,Method013
Giles,2/18/1993,4,4,PAR.pclp,0.5062,Percent,Method013
Giles,7/12/1988,12,12,PAR.pclp,27.2727,Percent,Method012
Waynewood,9/24/1989,9,9,PAR.pclp,0,Percent,Method013
Giles,7/12/1988,10,10,PAR.pclp,36.3636,Percent,Method012
Lacawac,2/19/1993,3,3,PAR.pclp,0.1558,Percent,Method013
Lacawac,2/19/1993,2,2,PAR.pclp,0.5709,Percent,Method013
Lacawac,4/10/1992,12,12,PAR.pclp,0.028,Percent,Method013
Waynewood,8/7/1996,4,4,PAR.pclp,0.284,Percent,Method013
Giles,10/11/1991,8,8,PAR.pclp,20.2738,Percent,Method013
Waynewood,6/9/1993,11,11,PAR.pclp,0,Percent,Method013
Giles,10/11/1991,6,6,PAR.pclp,31.7793,Percent,Method013
Lacawac,6/7/1988,10,10,PAR.pclp,0.1213,Percent,Method012
Lacawac,6/7/1990,7,7,PAR.pclp,0.5511,Percent,Method013
Waynewood,8/11/1992,7,7,PAR.pclp,0.0167,Percent,Method013
Lacawac,6/7/1990,5,5,PAR.pclp,1.9066,Percent,Method013
Waynewood,10/8/1989,10,10,PAR.pclp,0.0011,Percent,Method013
Giles,10/9/1989,0,0,PAR.pclp,100,Percent,Method013
Lacawac,8/2/1988,7,7,PAR.pclp,0.506,Percent,Method012
Giles,9/14/1990,21,21,PAR.pclp,0.13,Percent,Method013
Giles,10/11/1991,22,22,PAR.pclp,0.1133,Percent,Method013
Waynewood,6/13/1996,12,12,PAR.pclp,0,Percent,Method013
Giles,9/10/1992,3,3,PAR.pclp,34.8357,Percent,Method013
Lacawac,8/2/1988,5,5,PAR.pclp,3,Percent,Method012
Waynewood,4/29/1990,3,3,PAR.pclp,3.835,Percent,Method013
Lacawac,8/2/1988,3,3,PAR.pclp,9.6992,Percent,Method012
Lacawac,6/7/1990,10,10,PAR.pclp,0.0593,Percent,Method013
Giles,9/10/1992,19,19,PAR.pclp,0.2032,Percent,Method013
Waynewood,6/6/1990,12,12,PAR.pclp,0,Percent,Method013
Lacawac,8/18/1993,10,10,PAR.pclp,0.0034,Percent,Method013
Waynewood,6/17/1992,11,11,PAR.pclp,0.0019,Percent,Method013
Waynewood,3/17/1991,9,9,PAR.pclp,0.0088,Percent,Method013
Waynewood,3/17/1991,10,10,PAR.pclp,0.0018,Percent,Method013
Giles,12/17/1991,3,3,PAR.pclp,36.1087,Percent,Method013
Giles,12/17/1991,2,2,PAR.pclp,42.6805,Percent,Method013
Giles,4/19/1993,8,8,PAR.pclp,4.0313,Percent,Method013
Waynewood,1/26/1990,0,0,PAR.pclp,100,Percent,Method013
Lacawac,5/17/1991,7,7,PAR.pclp,1.4194,Percent,Method013
Giles,9/10/1992,13,13,PAR.pclp,2.0563,Percent,Method013
Giles,9/10/1992,12,12,PAR.pclp,3.031,Percent,Method013
Giles,10/11/1991,0,0,PAR.pclp,100,Percent,Method013
Giles,4/19/1993,4,4,PAR.pclp,17.7704,Percent,Method013
Giles,4/13/1991,3,3,PAR.pclp,39.8925,Percent,Method013
Giles,4/13/1991,2,2,PAR.pclp,49.6263,Percent,Method013
Giles,6/13/1988,17,17,PAR.pclp,4.9123,Percent,Method012
Waynewood,4/10/1992,5,5,PAR.pclp,0.9719,Percent,Method013
Waynewood,7/18/1990,12,12,PAR.pclp,0,Percent,Method013
Waynewood,8/1/1990,0,0,PAR.pclp,100,Percent,Method013
Waynewood,2/16/1990,2,2,PAR.pclp,7.21,Percent,Method013
Waynewood,9/3/1990,10,10,PAR.pclp,0,Percent,Method013
Waynewood,7/12/1996,6,6,PAR.pclp,0.2923,Percent,Method013
Giles,1/25/1992,3,3,PAR.pclp,37.2811,Percent,Method013
Giles,4/19/1993,19,19,PAR.pclp,0.0717,Percent,Method013
Waynewood,7/1/1992,6,6,PAR.pclp,0.2862,Percent,Method013
Giles,7/14/1992,1,1,PAR.pclp,65.9196,Percent,Method013
Lacawac,7/30/1992,0,0,PAR.pclp,100,Percent,Method013
Waynewood,7/16/1991,10,10,PAR.pclp,0.015,Percent,Method012
Waynewood,7/16/1991,11,11,PAR.pclp,0.005,Percent,Method012
Giles,7/19/1990,14,14,PAR.pclp,4.72,Percent,Method013
Giles,7/19/1990,13,13,PAR.pclp,6.12,Percent,Method013
Giles,7/19/1990,12,12,PAR.pclp,7.31,Percent,Method013
Giles,7/6/1988,8,8,PAR.pclp,22.3478,Percent,Method012
Waynewood,11/12/1996,12,12,PAR.pclp,0,Percent,Method013
Giles,4/13/1991,11,11,PAR.pclp,4.0679,Percent,Method013
Waynewood,11/22/1991,1,1,PAR.pclp,29.6472,Percent,Method013
Waynewood,11/22/1991,2,2,PAR.pclp,15.7113,Percent,Method013
Lacawac,7/26/1988,9,9,PAR.pclp,0.0311,Percent,Method012
Lacawac,9/11/1992,9,9,PAR.pclp,0.0366,Percent,Method013
Waynewood,11/22/1991,6,6,PAR.pclp,0.8731,Percent,Method013
Lacawac,1/21/1993,5,5,PAR.pclp,0.9717,Percent,Method013
Lacawac,1/21/1993,4,4,PAR.pclp,2.0123,Percent,Method013
Waynewood,7/18/1996,11,11,PAR.pclp,0,Percent,Method013
Lacawac,7/26/1988,5,5,PAR.pclp,3.4444,Percent,Method012
Giles,7/6/1988,17,17,PAR.pclp,5.6522,Percent,Method012
Lacawac,5/18/1990,5,5,PAR.pclp,2.2704,Percent,Method013
Giles,5/17/1990,17,17,PAR.pclp,2.21,Percent,Method013
Lacawac,1/21/1993,2,2,PAR.pclp,9.4226,Percent,Method013
Lacawac,1/21/1993,1,1,PAR.pclp,22.9253,Percent,Method013
Waynewood,9/22/1991,12,12,PAR.pclp,0,Percent,Method013
Giles,11/19/1992,5,5,PAR.pclp,15.3438,Percent,Method013
Waynewood,10/11/1991,3,3,PAR.pclp,5.4694,Percent,Method013
Waynewood,4/14/1991,10,10,PAR.pclp,0.0076,Percent,Method013
Lacawac,1/21/1993,11,11,PAR.pclp,0.0073,Percent,Method013
Lacawac,1/21/1993,10,10,PAR.pclp,0.0191,Percent,Method013
Waynewood,10/19/1990,9,9,PAR.pclp,0,Percent,Method013
Waynewood,9/3/1990,11,11,PAR.pclp,0,Percent,Method013
Waynewood,8/25/1992,7,7,PAR.pclp,0.0296,Percent,Method013
Giles,9/25/1989,7,7,PAR.pclp,15.66,Percent,Method013
Giles,8/1/1989,7,7,PAR.pclp,33.43,Percent,Method012
Giles,11/19/1992,20,20,PAR.pclp,0.1052,Percent,Method013
Giles,11/19/1992,1,1,PAR.pclp,64.9773,Percent,Method013
Giles,12/13/1990,3,3,PAR.pclp,47.01,Percent,Method013
Giles,11/19/1992,18,18,PAR.pclp,0.2062,Percent,Method013
Giles,8/26/1991,2,2,PAR.pclp,62.3317,Percent,Method013
Waynewood,9/8/1991,6,6,PAR.pclp,0.345,Percent,Method013
Waynewood,7/6/1993,11,11,PAR.pclp,5.00E-04,Percent,Method013
Waynewood,2/16/1990,10,10,PAR.pclp,0,Percent,Method013
Giles,8/1/1989,2,2,PAR.pclp,57.98,Percent,Method012
Giles,9/25/1989,19,19,PAR.pclp,0.46,Percent,Method013
Giles,9/25/1989,18,18,PAR.pclp,0.71,Percent,Method013
Giles,12/13/1990,16,16,PAR.pclp,1.09,Percent,Method013
Lacawac,4/12/1991,7,7,PAR.pclp,0.3256,Percent,Method013
Giles,5/12/1992,12,12,PAR.pclp,6.3487,Percent,Method013
Waynewood,8/7/1996,12,12,PAR.pclp,0,Percent,Method013
Waynewood,5/17/1991,10,10,PAR.pclp,0.0063,Percent,Method013
Waynewood,12/27/1989,4,4,PAR.pclp,0.454,Percent,Method013
Lacawac,7/17/1991,9,9,PAR.pclp,0.1265,Percent,Method012
Giles,7/12/1988,6,6,PAR.pclp,59.7403,Percent,Method012
Waynewood,9/10/1989,4,4,PAR.pclp,0.748,Percent,Method013
Waynewood,4/19/1993,0,0,PAR.pclp,100,Percent,Method013
Waynewood,4/19/1993,1,1,PAR.pclp,25.4712,Percent,Method013
Lacawac,4/10/1992,6,6,PAR.pclp,1.6386,Percent,Method013
Giles,1/26/1990,10,10,PAR.pclp,4.67,Percent,Method013
Giles,9/3/1990,5,5,PAR.pclp,29.76,Percent,Method013
Giles,9/3/1990,4,4,PAR.pclp,44.38,Percent,Method013
Giles,6/17/1991,6,6,PAR.pclp,24.3543,Percent,Method013
Waynewood,10/15/1992,4,4,PAR.pclp,0.334,Percent,Method013
Giles,8/25/1992,8,8,PAR.pclp,14.6706,Percent,Method013
Lacawac,11/12/1989,2,2,PAR.pclp,16.3714,Percent,Method013
Giles,9/3/1990,22,22,PAR.pclp,0.12,Percent,Method013
Lacawac,2/19/1993,5,5,PAR.pclp,0.0181,Percent,Method013
Lacawac,4/10/1992,2,2,PAR.pclp,18.1998,Percent,Method013
Waynewood,9/24/1989,7,7,PAR.pclp,0.03,Percent,Method013
Giles,9/21/1991,20,20,PAR.pclp,0.5298,Percent,Method013
Waynewood,7/2/1991,5,5,PAR.pclp,0.8897,Percent,Method013
Waynewood,9/24/1989,1,1,PAR.pclp,26.497,Percent,Method013
Waynewood,7/2/1991,8,8,PAR.pclp,0.0235,Percent,Method013
Giles,6/17/1991,18,18,PAR.pclp,0.8477,Percent,Method013
Waynewood,7/30/1991,2,2,PAR.pclp,24.2556,Percent,Method013
Waynewood,7/30/1991,3,3,PAR.pclp,14.168,Percent,Method013
Giles,8/25/1992,18,18,PAR.pclp,0.6586,Percent,Method013
Giles,9/3/1990,12,12,PAR.pclp,4.26,Percent,Method013
Giles,9/21/1991,13,13,PAR.pclp,3.9191,Percent,Method013
Waynewood,7/30/1991,7,7,PAR.pclp,0.4353,Percent,Method013
Giles,8/2/1988,11,11,PAR.pclp,12.1569,Percent,Method012
Lacawac,11/17/1995,5,5,PAR.pclp,1.4949,Percent,Method013
Waynewood,7/16/1991,6,6,PAR.pclp,0.5923,Percent,Method012
Waynewood,7/16/1991,7,7,PAR.pclp,0.1983,Percent,Method012
Giles,6/9/1993,3,3,PAR.pclp,33.1996,Percent,Method013
Lacawac,11/17/1995,3,3,PAR.pclp,4.9527,Percent,Method013
Giles,7/3/1990,3,3,PAR.pclp,71.26,Percent,Method013
Giles,8/25/1992,11,11,PAR.pclp,5.8142,Percent,Method013
Waynewood,9/10/1992,5,5,PAR.pclp,0.5765,Percent,Method013
Waynewood,8/13/1991,8,8,PAR.pclp,0.0324,Percent,Method013
Giles,7/3/1990,20,20,PAR.pclp,13.89,Percent,Method013
Giles,7/3/1990,1,1,PAR.pclp,81.43,Percent,Method013
Giles,12/17/1991,8,8,PAR.pclp,9.9644,Percent,Method013
Giles,3/17/1991,7,7,PAR.pclp,7.4309,Percent,Method013
Giles,12/17/1991,4,4,PAR.pclp,28.4545,Percent,Method013
Giles,3/17/1991,5,5,PAR.pclp,16.0484,Percent,Method013
Waynewood,7/18/1996,6,6,PAR.pclp,0.135,Percent,Method013
Waynewood,7/18/1996,7,7,PAR.pclp,0.035,Percent,Method013
Lacawac,8/26/1992,1,1,PAR.pclp,42.7899,Percent,Method013
Giles,7/3/1990,12,12,PAR.pclp,30.53,Percent,Method013
Waynewood,5/12/1992,2,2,PAR.pclp,25.407,Percent,Method013
Waynewood,3/17/1991,12,12,PAR.pclp,0,Percent,Method013
Giles,7/3/1990,0,0,PAR.pclp,100,Percent,Method013
Lacawac,2/22/1992,4,4,PAR.pclp,3.134,Percent,Method013
Waynewood,8/27/1991,11,11,PAR.pclp,0,Percent,Method013
Waynewood,8/28/1989,12,12,PAR.pclp,0,Percent,Method012
Giles,3/17/1991,19,19,PAR.pclp,0.1968,Percent,Method013
Lacawac,2/22/1992,1,1,PAR.pclp,34.05,Percent,Method013
Lacawac,12/30/1992,11,11,PAR.pclp,0.0062,Percent,Method013
Lacawac,12/30/1992,10,10,PAR.pclp,0.0169,Percent,Method013
Giles,3/22/1993,14,14,PAR.pclp,0.0168,Percent,Method013
Lacawac,5/17/1991,11,11,PAR.pclp,0.0749,Percent,Method013
Lacawac,7/31/1991,6,6,PAR.pclp,2.7571,Percent,Method013
Waynewood,8/11/1992,11,11,PAR.pclp,0,Percent,Method013
Giles,6/22/1993,10,10,PAR.pclp,6.6981,Percent,Method013
Waynewood,8/28/1989,11,11,PAR.pclp,0,Percent,Method012
Giles,4/9/1992,8,8,PAR.pclp,18.5906,Percent,Method013
Lacawac,7/6/1993,8,8,PAR.pclp,0.0744,Percent,Method013
Giles,3/17/1991,12,12,PAR.pclp,1.5665,Percent,Method013
Giles,12/17/1991,11,11,PAR.pclp,4.5811,Percent,Method013
Giles,4/29/1990,19,19,PAR.pclp,2.96,Percent,Method013
Giles,3/22/1993,10,10,PAR.pclp,0.063,Percent,Method013
Giles,7/19/1990,16,16,PAR.pclp,2.84,Percent,Method013
Lacawac,10/8/1989,2,2,PAR.pclp,13.6549,Percent,Method013
Lacawac,7/3/1991,7,7,PAR.pclp,0.1515,Percent,Method013
Giles,9/11/1989,9,9,PAR.pclp,12.08,Percent,Method013
Waynewood,7/31/1989,10,10,PAR.pclp,0.011,Percent,Method012
Waynewood,8/18/1993,3,3,PAR.pclp,1.2477,Percent,Method013
Giles,9/11/1989,7,7,PAR.pclp,19.8,Percent,Method013
Giles,11/19/1990,7,7,PAR.pclp,7.4,Percent,Method013
Waynewood,7/6/1993,10,10,PAR.pclp,0.0018,Percent,Method013
Waynewood,9/3/1990,3,3,PAR.pclp,0.3331,Percent,Method013
Waynewood,8/3/1993,2,2,PAR.pclp,10.0849,Percent,Method013
Giles,11/19/1990,5,5,PAR.pclp,12.82,Percent,Method013
Lacawac,7/3/1991,2,2,PAR.pclp,14.5884,Percent,Method013
Giles,4/9/1992,18,18,PAR.pclp,2.3707,Percent,Method013
Giles,7/17/1989,2,2,PAR.pclp,60.218,Percent,Method012
Waynewood,1/20/1993,11,11,PAR.pclp,0.0017,Percent,Method013
Lacawac,10/20/1990,8,8,PAR.pclp,0.2899,Percent,Method013
Giles,7/17/1989,1,1,PAR.pclp,100,Percent,Method012
Giles,7/17/1989,19,19,PAR.pclp,1.985,Percent,Method012
Giles,7/17/1989,18,18,PAR.pclp,2.69,Percent,Method012
Giles,11/19/1990,21,21,PAR.pclp,0.2,Percent,Method013
Lacawac,9/7/1991,7,7,PAR.pclp,3.2323,Percent,Method013
Waynewood,9/14/1990,3,3,PAR.pclp,5.899,Percent,Method013
Lacawac,10/20/1990,5,5,PAR.pclp,2.7009,Percent,Method013
Giles,12/27/1989,12,12,PAR.pclp,2.52,Percent,Method013
Giles,7/17/1989,16,16,PAR.pclp,4.213,Percent,Method012
Giles,7/26/1988,3,3,PAR.pclp,54.2553,Percent,Method012
Giles,7/26/1988,2,2,PAR.pclp,62.3404,Percent,Method012
Giles,8/11/1990,9,9,PAR.pclp,9.09,Percent,Method013
Giles,7/17/1989,12,12,PAR.pclp,9.084,Percent,Method012
Giles,7/26/1988,20,20,PAR.pclp,2.4468,Percent,Method012
Giles,7/26/1988,1,1,PAR.pclp,70.2128,Percent,Method012
Giles,7/26/1988,19,19,PAR.pclp,3.1702,Percent,Method012
Giles,9/11/1989,12,12,PAR.pclp,5.12,Percent,Method013
Lacawac,9/7/1991,2,2,PAR.pclp,35.3231,Percent,Method013
Lacawac,9/7/1991,1,1,PAR.pclp,39.032,Percent,Method013
Lacawac,8/3/1993,9,9,PAR.pclp,0.0266,Percent,Method013
Giles,7/26/1988,16,16,PAR.pclp,8.9362,Percent,Method012
Waynewood,11/19/1990,0,0,PAR.pclp,100,Percent,Method013
Waynewood,11/19/1990,1,1,PAR.pclp,13.646,Percent,Method013
Giles,11/19/1990,0,0,PAR.pclp,100,Percent,Method013
Waynewood,6/18/1991,4,4,PAR.pclp,5.0533,Percent,Method013
Giles,7/26/1988,0,0,PAR.pclp,100,Percent,Method012
Waynewood,11/19/1990,5,5,PAR.pclp,0.0364,Percent,Method013
Giles,6/21/1988,0,0,PAR.pclp,100,Percent,Method012
Giles,8/18/1993,19,19,PAR.pclp,0.0526,Percent,Method013
Lacawac,4/20/1993,5,5,PAR.pclp,0.6882,Percent,Method013
Giles,6/18/1990,8,8,PAR.pclp,24.78,Percent,Method013
Waynewood,11/19/1990,10,10,PAR.pclp,0,Percent,Method013
Giles,8/11/1992,21,21,PAR.pclp,0.1691,Percent,Method013
Giles,8/11/1992,19,19,PAR.pclp,0.4109,Percent,Method013
Giles,8/18/1993,12,12,PAR.pclp,0.6415,Percent,Method013
Waynewood,6/20/1989,9,9,PAR.pclp,0.0221,Percent,Method012
Giles,9/8/1991,9,9,PAR.pclp,9.0452,Percent,Method013
Giles,8/11/1990,12,12,PAR.pclp,3.8,Percent,Method013
Lacawac,11/20/1992,1,1,PAR.pclp,36.5097,Percent,Method013
Lacawac,9/24/1989,9,9,PAR.pclp,0.057,Percent,Method013
Waynewood,6/18/1991,7,7,PAR.pclp,0.2312,Percent,Method013
Waynewood,2/22/1992,4,4,PAR.pclp,2.23,Percent,Method013
Lacawac,8/12/1992,0,0,PAR.pclp,100,Percent,Method013
Giles,8/18/1993,0,0,PAR.pclp,100,Percent,Method013
Lacawac,1/25/1992,9,9,PAR.pclp,0.1126,Percent,Method013
Lacawac,7/4/1990,8,8,PAR.pclp,0.263,Percent,Method013
Giles,2/18/1993,9,9,PAR.pclp,0.0532,Percent,Method013
Waynewood,2/22/1992,11,11,PAR.pclp,0,Percent,Method013
Lacawac,7/4/1990,5,5,PAR.pclp,1.648,Percent,Method013
Giles,2/18/1993,6,6,PAR.pclp,0.1828,Percent,Method013
Waynewood,4/29/1990,9,9,PAR.pclp,0.224,Percent,Method013
Lacawac,9/24/1989,3,3,PAR.pclp,10.5788,Percent,Method013
Waynewood,6/18/1991,9,9,PAR.pclp,0.0218,Percent,Method013
Lacawac,7/4/1990,4,4,PAR.pclp,3.956,Percent,Method013
Giles,2/24/1991,9,9,PAR.pclp,10.9925,Percent,Method013
Giles,9/8/1991,1,1,PAR.pclp,75.8725,Percent,Method013
Lacawac,9/24/1989,2,2,PAR.pclp,21.4962,Percent,Method013
Giles,9/8/1991,18,18,PAR.pclp,0.8361,Percent,Method013
Lacawac,9/18/1990,9,9,PAR.pclp,0.0581,Percent,Method013
Waynewood,11/19/1992,2,2,PAR.pclp,16.2329,Percent,Method013
Lacawac,1/25/1992,1,1,PAR.pclp,19.8216,Percent,Method013
Waynewood,9/10/1992,11,11,PAR.pclp,0.0019,Percent,Method013
Waynewood,9/23/1992,0,0,PAR.pclp,100,Percent,Method013
Waynewood,7/31/1989,6,6,PAR.pclp,0.243,Percent,Method012
Waynewood,2/24/1991,4,4,PAR.pclp,2.3192,Percent,Method013
Waynewood,9/23/1992,3,3,PAR.pclp,5.3258,Percent,Method013
Giles,3/25/1990,6,6,PAR.pclp,8.16,Percent,Method013
Lacawac,2/24/1991,9,9,PAR.pclp,0.1674,Percent,Method013
Lacawac,9/18/1990,3,3,PAR.pclp,11.3323,Percent,Method013
Giles,7/15/1991,8,8,PAR.pclp,17.6186,Percent,Method013
Giles,7/15/1991,7,7,PAR.pclp,22.8689,Percent,Method013
Giles,11/12/1989,6,6,PAR.pclp,8.71,Percent,Method013
Lacawac,6/22/1993,8,8,PAR.pclp,0.0418,Percent,Method013
Giles,7/15/1991,4,4,PAR.pclp,34.9226,Percent,Method013
Giles,7/6/1993,9,9,PAR.pclp,5.824,Percent,Method013
Giles,7/6/1993,8,8,PAR.pclp,7.4663,Percent,Method013
Giles,3/25/1990,19,19,PAR.pclp,0.13,Percent,Method013
Giles,3/25/1990,18,18,PAR.pclp,0.17,Percent,Method013
Lacawac,8/18/1993,2,2,PAR.pclp,14.3003,Percent,Method013
